sqft,beds,baths,age,lot,garage,neighborhood,dist_city,price
1405,4,4,25,3612,0,A,5.49,338497
1193,2,1,2,5058,2,A,8.1,294722
1242,4,4,88,5595,0,C,17.09,163702
1901,2,2,5,7298,0,E,9.41,236101
357,4,5,1,4128,0,C,11.31,154153
671,3,4,2,5860,2,B,9.98,191862
1247,3,4,2,8825,1,C,16.74,240693
1964,2,3,24,1928,1,A,10.02,413612
458,3,3,37,1462,0,B,8.68,127655
909,3,3,8,5355,0,C,10.43,193421
2468,1,1,4,6299,2,B,10.67,413145
1176,3,4,13,4203,1,E,4.08,177599
2288,3,2,68,4339,1,E,12.5,221266
1689,4,4,85,5862,1,D,10.97,204785
1111,3,3,0,3292,0,A,8.14,311901
1564,2,1,3,3192,2,D,21.38,229134
1168,2,3,10,200,2,D,3.44,176561
2447,4,3,10,5397,1,E,8.59,293865
750,3,4,23,5360,1,A,17.07,226423
1409,3,3,4,6995,0,C,1.51,264718
1811,2,3,16,7740,1,A,14.27,397830
1361,3,4,18,5652,1,B,11.63,285773
1837,3,3,0,6294,1,D,0.09,279119
1702,3,3,3,4835,1,E,1.43,230535
906,1,1,21,6883,1,D,1.33,151508
1834,3,4,8,4301,1,C,12.74,300311
1366,3,2,23,6373,1,B,1.26,263555
2104,2,2,3,4069,2,C,19.61,328669
779,4,5,18,5154,0,B,6.49,203518
1265,2,2,1,5468,1,A,8.66,331536
2248,3,4,8,3842,2,A,7.31,499823
1504,2,2,15,6157,0,C,0.86,260214
1922,2,1,1,4227,0,E,17.32,215093
1761,3,3,51,3429,0,B,0.79,285691
2149,4,4,5,5469,2,D,5.71,321609
1776,2,3,6,4552,0,D,1.92,263435
2338,3,3,3,5108,2,C,10.63,361578
1675,2,2,33,8737,0,B,5.15,298204
1913,2,1,0,6523,1,B,4.61,361152
1355,3,2,2,6327,0,B,7.96,298349
1203,2,2,27,5566,1,B,2.62,230814
1393,2,2,22,1577,0,A,7.0,305901
708,2,3,1,6036,0,C,11.02,177447
1637,1,1,0,3573,2,C,13.46,259983
2058,3,3,0,4224,1,C,15.7,329297
1556,2,2,41,5118,1,B,11.14,266394
1408,3,2,12,6288,1,E,7.14,195813
1403,2,2,27,4315,1,A,5.05,304811
1091,2,3,49,4913,2,A,7.79,233890
1898,2,1,19,2885,2,D,4.86,257945
1505,5,5,21,6660,0,C,11.69,277485
1296,3,3,14,3319,1,D,6.78,202853
1459,3,2,74,6543,1,D,6.85,180931
2425,2,2,56,10685,2,C,12.62,324374
1642,3,3,10,7141,0,E,13.65,201499
2030,3,4,21,8005,2,D,5.73,288399
1991,2,1,6,2430,1,A,12.86,431380
1262,4,4,63,4584,2,D,18.3,173336
1333,3,4,2,2662,1,E,15.18,190147
1001,2,2,9,1293,1,D,17.43,152079
1944,2,2,9,5028,2,E,16.66,218108
2248,5,4,4,5832,1,E,18.68,274978
2304,3,4,7,6281,2,A,4.66,518771
1934,4,4,1,4419,0,D,6.9,307213
2014,4,4,12,2055,2,D,5.29,298563
1479,4,3,5,4837,0,C,9.52,262276
1201,3,3,31,7431,0,C,8.99,200071
919,4,3,25,5228,2,B,11.04,217172
1150,3,2,41,7907,0,D,6.18,163067
2187,2,1,7,5743,2,D,10.95,303057
1638,2,2,30,4389,2,A,18.62,340925
809,3,3,62,2570,1,D,19.4,108378
1646,3,4,3,6640,2,D,8.09,265704
1284,2,1,15,2831,0,C,13.44,213478
1800,3,2,32,2488,0,E,10.07,207175
1616,2,3,9,6332,2,C,11.35,273091
1523,5,6,21,7463,1,E,6.25,210018
1266,1,1,19,4024,2,E,16.89,135978
1236,5,5,29,3571,1,B,9.92,274844
897,4,4,12,4948,0,B,0.87,233372
780,4,4,24,2971,2,C,11.81,159987
1936,4,4,47,2939,1,A,12.11,402958
1756,2,1,12,2663,2,E,14.75,203006
2416,1,1,22,4561,1,B,16.61,376933
1706,4,4,10,3066,1,B,8.85,333032
676,5,6,23,2759,2,B,3.45,196368
1484,2,2,32,3491,1,A,13.64,310688
1483,3,3,6,6348,0,A,7.58,371810
1742,2,3,34,4215,1,E,3.81,185931
1931,4,4,17,6530,1,A,8.81,453440
1391,4,4,5,3414,0,B,3.89,299456
1061,4,5,8,6783,2,D,10.44,205218
2101,3,3,3,3287,0,E,9.73,245653
1563,4,3,22,4168,2,B,14.17,301742
1398,3,3,0,4726,1,B,22.11,282254
1479,3,3,6,5429,0,D,12.89,232542
599,3,4,6,3637,0,C,5.68,160113
1377,3,3,9,6594,1,E,14.21,192157
2216,4,4,67,4864,2,C,1.5,302255
2069,2,1,12,4050,0,E,9.8,225660
1791,3,3,1,5973,2,C,10.8,296857
715,3,3,19,6371,1,A,17.25,215152
1886,2,2,1,4743,1,A,7.13,429388
1895,2,2,8,6884,2,E,3.68,228801
695,3,2,28,5264,0,B,9.36,173745
839,3,3,16,2728,0,B,19.04,188638
1310,4,5,1,7351,0,B,4.06,311047
834,3,3,3,8783,1,E,11.74,154211
1552,5,6,1,6380,0,B,16.15,346155
1381,5,6,13,7042,0,C,5.68,278686
1345,3,3,26,7669,2,B,8.27,274082
1823,3,4,0,3594,1,A,11.17,432306
1998,2,3,38,2999,1,C,10.48,280403
1424,3,3,8,5156,2,D,19.37,222632
1865,2,3,11,5138,1,B,16.04,338770
927,4,4,3,8406,2,B,6.47,250277
1628,1,1,25,8077,1,C,0.97,245065
1953,2,1,7,969,1,A,2.29,425369
2188,4,4,27,5189,1,E,8.07,260673
1614,2,2,2,6157,2,B,11.66,314257
1688,5,5,5,4698,0,E,5.28,235383
1407,4,4,38,6252,0,B,19.56,267684
1232,4,4,1,2916,2,D,11.23,220741
1126,3,3,24,5145,1,E,11.42,153047
327,3,3,4,7289,2,C,8.98,140806
1398,3,4,13,2535,0,E,17.0,176635
1844,3,4,78,6036,2,E,13.06,187475
1616,4,5,21,4020,0,A,2.09,399131
1185,2,2,13,5556,1,D,9.27,187731
960,3,3,6,6868,1,E,1.26,153247
1182,4,3,19,6531,0,C,0.44,230996
1944,3,4,7,5429,2,E,10.06,249612
1248,2,2,2,4952,0,A,25.09,315207
1582,2,1,23,2671,0,D,1.26,212524
1739,2,1,6,4249,1,D,9.26,258556
696,5,5,7,9605,1,D,11.22,187070
757,1,1,7,5117,2,B,17.44,171963
983,4,4,23,3096,0,E,15.92,151362
1143,5,6,43,6481,2,D,7.23,192803
1861,2,3,23,537,0,A,3.72,389272
660,2,3,70,3293,0,B,6.98,102602
1733,5,6,7,7357,1,D,5.3,289296
2313,3,2,10,8218,2,E,11.55,263809
867,3,3,16,2932,2,A,16.84,247359
988,3,3,11,4395,1,D,11.11,171186
1796,3,3,8,6297,0,A,6.74,433198
1335,4,5,1,6310,1,E,5.62,204139
1961,3,3,2,7177,2,E,4.69,239483
924,2,1,6,6716,1,C,10.72,183086
1427,3,3,16,3259,2,E,6.53,189866
1381,2,2,18,6318,2,D,7.67,202854
1398,3,3,8,6684,0,C,6.69,265520
1318,3,2,23,2724,1,B,5.79,243314
1201,3,4,39,4319,0,A,2.72,285323
1851,4,4,12,3539,0,C,13.23,303456
2307,3,2,55,7859,1,A,8.56,438327
2059,2,2,32,7397,0,D,11.18,264570
1656,3,4,11,7609,2,A,7.53,406166
1897,5,5,11,10589,2,C,12.93,341742
1109,5,6,29,5047,2,B,13.34,253171
1604,4,3,36,6439,1,B,12.43,302123
1131,3,3,2,2863,2,B,2.04,256214
2415,4,3,3,3346,0,D,14.56,334827
1438,3,4,10,2448,2,E,17.58,182662
1240,3,2,35,6613,2,A,13.34,281109
1634,3,2,21,4338,1,A,8.25,361584
1230,3,2,64,3400,2,B,8.63,189827
1669,3,2,0,6090,0,A,12.37,401829
1235,3,2,26,5310,0,E,8.2,159040
1251,4,4,16,6434,0,B,15.35,275302
1176,3,3,5,1422,2,E,14.4,163943
857,3,3,18,4501,1,A,13.62,233010
2367,4,3,20,8161,0,B,9.53,433914
1851,3,2,9,2039,1,C,5.25,306401
968,5,6,24,3638,1,E,7.37,150759
961,4,4,21,5694,2,A,0.92,286530
2181,3,3,2,7148,0,E,16.11,255269
1097,4,4,14,928,2,D,10.3,198742
1996,5,6,74,2592,1,C,5.92,290828
1156,2,3,2,6154,0,E,6.61,165835
1496,3,4,4,4224,1,B,16.61,301135
766,3,3,11,7119,0,D,5.96,162488
1499,3,3,28,5605,1,B,14.97,287521
631,3,2,100,7812,1,E,8.28,55682
2299,3,3,10,4838,0,B,0.63,423348
1307,4,4,17,6259,2,D,12.54,223429
2475,3,3,6,7291,0,E,13.35,281371
1347,5,5,30,5351,0,B,24.46,275460
1067,2,1,6,6983,0,D,1.64,188698
1054,5,5,4,5122,2,B,15.14,278486
1421,3,3,40,5265,2,D,9.15,200442
2192,4,5,7,4465,0,E,5.9,282300
2098,5,5,8,3082,2,E,4.33,260730
766,2,3,23,3914,2,A,9.56,208498
1670,3,2,15,7028,1,B,10.63,323049
924,4,4,122,5069,0,B,15.8,110130
866,4,4,13,5136,2,B,10.56,214976
1042,3,2,3,2338,0,A,15.12,287950
1329,2,2,52,5873,2,B,16.78,213990
1545,3,3,2,3467,2,B,13.55,316000
913,3,3,1,4489,1,B,19.14,222661
1768,3,2,10,2542,1,D,5.8,258553
1609,2,1,5,5623,0,B,2.54,302868
1986,2,1,36,5455,0,E,7.63,215503
1254,3,3,17,3406,0,D,11.75,198421
1635,3,2,14,7033,0,E,11.8,202176
696,4,4,16,5640,2,C,10.66,164199
1257,3,3,9,6251,2,E,13.27,184000
963,2,2,26,3742,1,D,4.07,158355
1508,3,4,1,3730,0,D,5.02,247216
2033,3,2,18,6346,2,B,9.87,370237
1571,3,2,30,3575,1,B,12.32,286024
1000,3,4,3,6159,2,B,8.48,254293
513,2,1,11,6345,0,D,14.7,116377
2499,2,2,68,3369,0,C,19.12,311417
1360,3,3,14,3295,0,B,1.7,283815
1682,2,1,2,200,2,C,10.57,267935
1146,4,4,1,4674,1,A,4.94,344544
2009,3,3,7,5845,0,B,8.94,381854
503,3,3,0,9121,1,E,6.88,127730
1371,5,5,11,3572,2,C,3.2,261485
633,3,4,0,6751,1,D,5.03,165042
1924,3,4,2,6983,1,E,9.78,239929
1476,2,1,0,5447,1,D,10.54,218029
2165,3,3,7,4219,0,C,15.3,335287
2114,4,3,0,4990,1,C,8.33,360256
1895,3,3,14,4851,2,A,3.79,427938
1569,2,2,7,756,1,C,5.43,252186
1684,4,3,23,2730,1,C,0.37,283286
1384,4,5,44,2694,0,A,8.72,311666
2093,3,2,16,6705,1,B,7.42,379797
972,3,3,8,6281,2,D,3.9,187313
1327,3,3,52,7040,1,E,26.4,140006
853,3,2,2,3129,1,C,7.03,188420
1621,3,3,58,6927,2,D,20.95,210909
2493,4,5,2,6083,2,E,12.28,296207
1553,4,3,2,4212,0,A,12.45,383551
2028,4,3,6,3952,1,B,5.68,388703
1462,3,3,5,4489,1,C,0.22,256917
723,5,5,22,9745,0,A,16.29,268742
2067,5,5,18,5081,0,A,3.91,486812
2128,3,2,12,2449,1,D,11.36,299314
1323,3,4,16,4364,2,D,1.58,212525
1730,2,3,13,4721,0,C,4.37,278772
1319,2,2,12,4832,2,A,1.91,324919
1700,3,3,1,7503,2,A,5.57,417135
1519,3,3,36,6386,2,D,16.33,219025
1591,4,5,8,7570,2,E,14.06,228242
2203,2,2,8,2016,0,D,8.69,297160
1027,2,1,32,2831,1,B,1.82,189579
1732,5,5,26,2575,1,A,4.82,402781
1621,4,4,45,4975,1,E,3.7,186194
1956,5,5,1,4859,2,D,2.0,326644
734,1,1,3,1549,2,C,15.49,148142
1538,2,2,63,4467,0,C,16.3,199394
1360,2,2,1,4087,2,D,0.1,215477
1304,4,4,21,8666,0,A,9.51,342345
1668,4,3,23,6830,1,E,2.65,210573
1431,5,6,5,5054,2,B,11.99,335329
1110,3,4,24,5469,0,D,17.6,189503
464,3,2,55,2987,0,E,13.24,67251
1925,2,2,46,4342,1,B,8.06,295447
1496,4,4,9,2851,0,E,2.32,210712
1497,2,2,8,4231,1,A,8.6,352099
1064,4,4,37,6442,0,E,10.67,148773
1896,2,2,30,5179,0,B,15.61,311576
1053,1,1,15,3093,2,E,6.04,125534
810,3,3,22,7134,2,B,20.7,182565
1090,2,1,32,6992,2,B,13.47,206938
1973,1,1,4,4414,2,B,5.38,353382
2181,3,2,36,2884,1,D,6.61,281620
1652,3,2,49,4374,0,C,0.65,236170
1496,2,1,19,6234,2,A,6.06,342433
1830,4,4,28,5341,2,E,10.76,226928
1960,4,4,12,5135,1,C,5.8,326611
2390,4,4,5,3184,2,A,16.99,537384
1272,3,3,21,5803,0,A,19.35,299409
926,4,5,23,7543,2,C,11.47,200767
2241,5,5,26,7173,1,B,9.91,411659
1972,3,3,12,1510,2,A,0.88,442610
879,1,2,2,4711,1,B,5.15,195061
651,4,3,3,3022,1,A,9.57,234944
2904,2,2,30,6551,0,A,4.6,562415
1256,3,2,1,6748,2,E,13.37,186894
812,2,2,65,3864,1,E,15.13,73781
2143,2,2,22,4916,1,B,5.96,369192
2020,3,3,4,4355,2,B,11.37,378849
1827,2,2,16,6403,1,B,6.21,333796
1515,4,4,2,4589,1,C,6.39,274404
1883,4,5,7,8275,0,B,9.01,373818
1760,2,2,23,2999,1,B,19.02,291929
1789,3,3,1,3775,1,B,6.64,349565
1788,3,3,52,4211,2,E,20.43,182845
1655,4,5,3,2115,2,D,9.4,269263
1886,2,3,0,2202,2,D,13.36,275988
1172,2,1,0,6530,2,A,12.21,313423
1486,2,1,16,7241,1,E,20.07,186010
1135,3,2,28,6198,0,C,8.25,206069
1735,3,2,4,5604,2,A,9.11,412049
1625,3,3,7,6354,2,B,17.13,320395
1983,2,2,6,6317,1,B,9.42,355714
1653,4,3,55,6130,1,A,0.27,349529
1849,2,2,0,6041,2,A,9.63,433909
1073,3,3,21,5948,0,A,7.63,289976
1144,2,3,2,6640,0,A,3.65,312312
741,3,2,37,6348,2,C,4.86,148661
1440,3,3,112,3409,0,C,11.2,146181
1812,2,3,19,4079,0,C,4.61,279710
1203,3,3,0,6780,0,B,6.46,280031
1134,4,4,3,4992,1,E,14.55,168294
2025,3,3,14,7943,0,B,11.22,380240
1713,1,2,9,2131,0,D,4.84,244831
2082,4,4,3,3937,0,E,0.28,269644
1031,2,2,18,8411,1,E,12.22,141743
2583,2,2,9,5615,0,D,1.91,353965
1709,2,2,17,10866,0,E,9.58,205202
2183,4,4,18,7599,1,E,21.32,250959
1686,3,2,4,8206,1,A,15.94,406748
1049,5,5,8,4893,2,A,5.4,322985
1762,3,4,51,6794,2,E,1.92,204595
2274,3,3,29,5877,2,D,3.91,307922
1789,2,2,41,4405,1,D,7.07,225236
873,4,4,47,3602,1,E,11.84,124569
1602,2,3,6,9379,2,C,10.76,276862
1543,3,3,16,5882,0,E,12.16,193771
2814,1,1,0,3441,0,E,19.96,305652
1897,4,4,38,3183,0,D,4.14,266702
658,2,1,0,5552,0,B,10.79,168903
1888,2,2,34,8135,2,B,10.41,317784
1801,2,3,8,5601,1,A,12.62,415109
1517,3,4,0,5363,0,E,1.72,219487
1997,4,5,24,3866,0,B,19.47,364775
1042,4,4,20,5944,1,B,11.01,248661
1524,1,1,0,6314,2,B,14.75,289284
1013,2,2,33,3541,0,A,8.62,228210
708,3,3,4,3613,1,A,15.81,229758
1404,3,2,1,914,0,A,6.58,353692
2243,2,1,21,6680,0,E,9.1,240031
1582,1,1,1,624,2,B,2.85,287148
1080,2,1,3,5685,1,E,11.24,144400
1496,3,3,76,6827,1,A,8.97,283912
1486,1,1,10,5863,0,B,7.08,279701
2296,5,5,6,3845,1,E,0.36,295763
300,3,2,12,7988,2,A,9.53,166972
1637,3,2,50,5713,2,C,15.37,234028
1903,2,2,9,4552,2,D,12.03,272747
1554,2,1,39,4480,2,E,3.69,165268
1500,2,2,13,6713,0,D,12.32,232899
2140,2,2,23,200,2,E,20.2,232759
1642,3,3,0,2314,2,E,0.58,218224
1498,4,5,30,4037,1,B,8.05,298333
1110,3,4,9,3521,2,D,11.38,187977
2036,2,2,26,5678,2,A,3.54,426062
894,4,4,10,5567,0,E,23.99,151846
1721,3,2,26,4345,1,C,8.89,276130
2707,3,3,21,3820,0,B,5.11,463537
2399,1,1,3,8691,2,D,4.71,331710
1098,2,2,8,3440,0,A,9.81,278449
940,5,6,50,3098,1,D,5.76,161593
1154,4,4,6,1294,0,B,3.61,275735
682,3,4,3,3537,0,B,14.43,188711
1141,4,3,7,5747,1,E,21.56,171438
709,2,3,7,3050,1,D,2.56,142918
2029,2,2,11,3293,0,E,15.11,239080
1556,3,2,4,3548,1,B,17.16,295753
914,5,5,7,4466,0,E,12.7,151569
2220,2,2,3,7090,1,C,6.11,353758
1680,3,4,6,5454,0,D,13.81,268593
653,4,5,39,3195,2,A,3.74,195134
1683,2,1,21,3894,1,C,7.17,245837
927,4,4,48,412,0,D,7.21,149388
1295,4,5,27,2506,2,E,9.47,168298
1120,3,4,56,1623,0,B,3.99,199190
2150,2,2,6,5729,2,C,11.25,325994
995,2,1,3,3841,1,C,6.99,192458
2007,5,5,43,7368,1,B,7.76,375274
1926,5,4,25,3239,2,B,7.41,354007
1461,3,3,24,3216,1,E,4.68,181947
2554,3,3,8,2044,2,E,8.86,288402
1133,3,4,39,6100,0,A,16.65,272454
706,2,1,17,4042,2,E,0.17,105599
1006,3,4,2,6604,0,C,0.01,218914
1278,3,3,6,5965,2,B,0.17,279804
1026,3,3,25,1543,0,A,19.46,250610
1890,5,6,23,5093,1,E,0.53,249371
2227,4,3,11,4650,2,E,12.77,264692
1335,3,3,12,5278,1,A,6.34,341519
1266,3,3,38,1018,2,E,7.11,154513
621,3,2,6,7660,2,C,13.27,154614
1362,3,4,7,4788,0,D,4.05,223649
1526,2,2,66,5601,0,D,5.83,187977
1560,2,2,15,4531,2,E,21.26,191794
950,2,2,13,3060,0,E,19.79,127816
1232,2,1,6,6767,2,E,9.52,165399
1457,5,4,20,3201,1,A,13.16,364101
1360,2,2,18,2587,1,C,3.95,222870
1161,4,4,4,5009,0,B,6.06,269275
1108,2,3,8,7954,1,D,14.99,189793
1890,3,3,17,2671,2,B,8.0,337959
1524,4,4,8,3900,1,B,9.21,319169
900,2,2,8,1824,1,B,24.07,195373
1443,2,2,6,6134,2,D,8.85,232649
2384,3,3,18,9866,1,D,7.33,334003
2138,3,4,46,5915,0,B,6.24,355550
1021,3,2,5,4037,0,C,5.16,196521
1391,3,3,9,6094,2,D,7.35,236132
1480,2,1,33,4748,2,C,11.27,209232
1419,1,1,2,3788,2,D,5.41,216134
1453,4,5,13,260,0,A,14.27,355097
1266,5,5,15,2984,0,E,4.55,181646
2224,3,3,66,1098,2,E,12.78,220811
699,3,3,2,200,1,A,13.29,235376
1700,1,1,1,7780,0,A,7.29,388685
1494,3,2,5,5482,0,A,5.08,360804
859,3,4,75,4647,0,B,20.35,143955
1837,3,3,38,6570,0,B,16.52,321032
1459,4,5,18,3074,2,D,5.94,243289
1302,2,1,5,4351,2,D,24.08,191535
1857,3,3,16,3852,1,C,7.93,295225
2065,3,2,0,4672,0,B,12.53,389860
1595,3,2,14,3709,0,B,16.43,297975
1725,5,5,35,5574,2,B,1.74,343284
2551,4,4,13,4213,0,C,12.77,392228
2127,2,3,31,6172,0,A,7.06,430192
1919,5,4,22,5407,1,B,5.48,378494
485,3,3,20,3032,1,A,11.29,170505
1376,4,4,5,5154,0,E,6.11,194602
952,3,2,76,3512,2,C,10.12,130032
2353,1,1,48,8394,0,C,14.36,298844
2161,2,3,22,4609,0,D,16.09,279419
1942,3,3,14,1585,0,E,13.13,233255
2239,3,3,19,3212,2,E,8.55,246225
1459,4,3,10,1886,1,B,7.75,290820
1624,5,5,28,2611,1,E,5.29,210875
1423,2,3,30,6232,1,B,8.1,252091
576,2,2,32,707,1,B,18.65,123857
2025,4,4,20,5825,0,C,13.89,318729
1620,3,3,0,4870,2,E,2.52,209987
1942,3,3,12,6351,1,B,4.74,362775
1394,4,4,8,1397,2,A,13.41,364495
1824,1,1,3,2941,2,D,0.55,262241
885,2,2,6,4779,0,E,9.76,125254
1922,2,2,22,7425,0,A,8.95,408912
1716,3,3,14,7919,0,B,2.31,333604
1284,4,5,9,3816,1,E,3.79,189805
2073,3,3,25,3795,2,D,5.17,282438
1469,3,2,39,4072,2,C,12.8,211737
1393,3,4,14,6557,0,D,10.72,222218
1486,3,3,3,1735,1,B,8.99,306083
899,2,1,17,7440,2,C,12.79,177453
2209,2,2,81,3277,1,B,12.79,304630
1339,2,3,1,9315,1,D,8.01,230818
2069,2,2,4,3561,1,A,11.43,452282
3042,5,4,58,2738,0,D,6.45,368663
1633,3,3,16,4353,2,B,10.15,306727
1243,4,4,23,6723,1,E,1.62,187178
1783,2,1,24,5913,2,D,2.28,236694
589,4,4,20,4782,0,C,8.19,145057
1419,4,4,68,2830,1,A,15.84,269101
1374,5,5,10,7029,0,C,16.85,270266
1488,5,5,7,765,1,C,19.73,263227
1340,2,2,6,6160,0,B,4.44,265914
1255,5,6,84,2146,0,A,11.39,248688
1317,1,2,5,8561,2,C,5.96,224319
2166,5,5,4,1300,0,A,5.92,510037
1379,4,4,93,4895,2,D,6.65,166978
1658,2,2,11,7048,2,E,13.95,198469
1567,2,1,1,2056,0,E,12.96,186396
1370,1,1,0,5895,0,C,4.03,244793
1712,4,3,1,8735,2,C,17.86,299987
1804,3,4,3,7823,0,C,0.41,310233
1318,3,3,11,4755,1,D,21.01,206218
1299,3,3,28,3438,1,D,4.22,204206
1435,4,3,1,5957,2,B,11.09,307923
532,5,6,6,5940,1,A,7.62,256396
1142,1,1,15,6137,1,B,12.74,219704
1410,4,5,2,5279,0,D,12.04,246210
1532,4,5,24,5422,0,E,17.61,188654
641,4,4,0,4296,1,D,4.77,160203
2064,3,3,5,8659,1,C,16.03,332556
1247,3,4,3,4877,1,B,4.9,287952
2397,2,2,0,2297,2,C,9.4,359449
1140,1,1,9,1261,0,D,12.61,168013
1944,5,6,27,5960,0,D,18.13,287255
1911,2,2,3,4702,1,D,2.7,283220
1602,3,3,12,1831,2,D,12.3,229794
1804,3,3,3,6846,0,A,12.51,422384
1690,1,1,19,2708,2,D,8.47,216535
1719,3,3,7,7160,2,A,20.79,408812
929,2,2,21,5736,0,A,5.79,243720
1953,2,1,3,6584,0,B,6.02,367543
1417,5,4,3,4297,2,A,13.55,384033
1401,5,5,2,7292,0,E,6.02,209525
1651,3,3,8,7286,2,C,13.4,283913
1515,3,2,3,4571,1,B,17.74,298536
1831,2,2,0,4945,1,B,10.89,352721
872,3,3,17,6377,2,B,8.32,212774
2013,5,5,34,5810,0,E,11.39,243770
1912,4,4,26,6256,0,A,4.51,428363
1773,5,6,2,5340,2,C,2.91,340026
1404,3,4,52,4355,0,A,14.8,292759
834,4,4,11,6975,0,C,9.04,187151
1410,4,4,30,3545,0,C,7.63,233310
1463,1,1,31,2878,1,B,13.82,230736
760,1,1,45,200,1,E,13.14,68258
1322,2,2,14,6834,0,B,11.12,263556
1703,5,4,2,4057,1,D,8.44,273571
1609,2,2,20,5477,0,E,12.74,182705
2377,3,4,70,5989,0,A,5.55,447221
1776,3,4,12,5663,2,C,12.1,294362
2398,2,2,33,7734,0,D,4.86,304213
1330,4,5,2,3903,1,B,9.39,300202
906,3,3,8,7057,0,A,1.91,282675
1856,1,1,19,2813,1,E,12.25,196896
1758,2,3,5,8702,1,C,19.46,282661
1657,4,5,3,5888,1,D,16.27,265472
1609,2,1,12,3739,2,E,11.63,194004
1313,3,2,48,8379,2,D,16.49,174021
919,1,2,10,629,1,A,0.75,224343
1072,3,3,13,4255,0,C,1.36,208805
1379,3,2,11,4330,1,E,26.11,166071
1495,3,4,8,5884,2,A,8.2,373468
1328,5,5,11,2904,2,D,5.78,237196
1563,3,4,33,3289,0,B,17.46,278857
1204,2,1,29,3107,0,A,15.83,259094
1647,5,5,12,4689,0,E,5.45,227189
1720,2,2,0,1740,0,C,2.29,281801
2225,3,4,10,4322,1,E,17.15,265082
1363,4,4,12,2584,0,B,5.54,298778
1665,3,3,0,9532,2,A,8.98,422892
1284,3,4,44,3966,2,A,5.24,285327
1446,2,2,10,7922,2,B,0.97,281722
1513,4,4,88,5970,2,D,5.97,170974
831,3,3,5,6988,1,A,14.41,255413
926,4,5,14,5256,2,E,2.68,147655
1342,3,4,22,3750,1,C,6.62,234806
1133,1,1,4,2333,2,A,7.43,269562
1953,2,2,79,5988,2,B,0.35,269493
1362,3,2,2,3410,0,C,18.13,243114
1887,1,1,23,4715,1,D,8.2,248948
1845,4,4,14,7176,2,D,9.68,279830
2289,4,4,31,2443,0,B,13.05,398522
300,2,2,20,4079,2,A,13.06,123392
1663,2,2,7,3971,0,A,5.57,378591
704,3,2,54,3546,0,A,5.58,163546
1070,4,4,60,3829,1,E,14.29,123866
2292,2,2,43,5526,1,D,12.26,276075
1215,4,4,46,5489,2,D,13.53,188320
2118,3,2,12,6418,0,D,10.69,293383
1200,3,3,14,3975,1,E,20.12,161695
1497,2,2,11,3759,0,D,11.26,216630
1637,3,3,32,9026,1,C,7.5,259069
2567,4,3,16,5674,2,E,13.95,292339
2133,3,3,21,4599,1,E,3.24,239408
1631,4,4,8,4264,1,E,14.78,211252
2794,2,2,22,8480,2,E,4.17,298451
1144,3,3,25,4903,1,A,21.57,270636
1534,2,2,22,5296,0,C,6.29,245451
1543,4,5,7,5749,2,D,0.95,253586
2115,2,3,7,6829,2,D,17.02,301065
1443,3,3,17,7092,0,D,1.57,235039
1393,2,2,55,5011,0,E,3.36,152456
1062,3,4,37,3541,1,D,14.08,155161
983,2,3,34,3839,2,A,4.37,226122
1353,3,3,48,5091,2,B,5.62,240269
1461,5,5,16,7023,2,B,8.01,329599
1617,3,3,41,1942,2,C,17.44,237405
1204,3,4,4,2685,0,B,11.44,269582
1720,4,4,2,2876,1,C,15.53,290937
1558,4,3,91,1835,2,A,12.62,256948
2188,3,4,3,6520,2,E,7.94,269337
1586,3,3,31,7070,1,D,1.63,240148
1549,1,1,2,2880,2,A,6.18,343156
2540,3,2,11,3174,2,E,4.16,283786
1893,2,2,21,4800,0,E,5.35,221785
1210,2,1,10,4925,1,C,2.67,212685
1070,3,3,2,5321,1,E,9.78,155308
1774,3,2,62,3472,1,E,8.63,183629
1672,2,2,4,7421,2,B,12.38,313897
2272,5,4,17,3782,1,C,8.52,359038
1515,4,5,2,7229,2,B,9.3,327208
738,4,3,29,5051,0,D,2.53,155484
1551,3,4,3,7109,2,D,4.54,249713
1246,3,2,8,1225,0,B,3.89,249243
792,3,3,1,5257,2,C,1.12,196868
1187,3,3,39,6093,2,A,4.82,287827
1255,3,2,74,5008,2,D,9.73,153503
643,2,3,1,6265,0,C,18.75,157239
879,2,2,34,3455,0,E,12.18,104317
2098,2,3,37,2943,0,D,9.9,270223
1689,4,5,4,5215,2,B,1.79,352973
1626,2,2,4,4382,1,C,11.01,258538
1093,1,2,3,4032,2,B,2.17,221793
1632,5,5,16,5035,2,A,15.86,407773
654,5,5,2,5589,2,A,4.32,282540
1055,1,1,9,2040,2,B,0.4,206163
1641,3,3,6,1729,1,D,2.1,251131
1737,3,4,33,6396,1,A,9.8,378064
1281,1,2,2,3881,2,B,9.81,246545
833,3,2,2,5502,0,B,13.7,214528
1131,5,4,0,4811,1,D,9.45,221083
1790,4,3,35,4092,2,B,12.55,313086
1190,1,1,6,6241,1,D,18.24,182722
1504,3,3,34,7013,2,D,8.54,224827
1076,3,3,36,3755,1,D,7.52,160997
1466,3,3,4,4910,2,B,2.55,296525
1426,3,4,6,6283,0,E,8.41,197104
856,2,3,8,3199,2,A,14.1,238117
1631,5,5,2,5926,0,B,6.06,357026
1980,2,2,2,5131,1,C,6.94,324278
1476,5,5,7,6589,1,C,11.71,279547
1160,2,3,12,5895,1,E,18.11,164484
